team,season,season_type_offense,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety_offense,interception_offense,fumble_offense,fumble_lost_offense,fumble_forced_offense,fumble_not_forced_offense,fumble_out_of_bounds_offense,offense_snaps,rush_snaps_offense,pass_snaps_offense,total_off_points,total_def_points,win_offense,loss_offense,tie_offense,record_offense,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety_offense,average_interception_offense,average_fumble_offense,average_fumble_lost_offense,average_fumble_forced_offense,average_fumble_not_forced_offense,average_fumble_out_of_bounds_offense,rush_pct_offense,pass_pct_offense,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,season_type_defense,safety_defense,interception_defense,fumble_defense,fumble_lost_defense,fumble_forced_defense,fumble_not_forced_defense,fumble_out_of_bounds_defense,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps_defense,pass_snaps_defense,win_defense,loss_defense,tie_defense,record_defense,average_safety_defense,average_interception_defense,average_fumble_defense,average_fumble_lost_defense,average_fumble_forced_defense,average_fumble_not_forced_defense,average_fumble_out_of_bounds_defense,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct_defense,pass_pct_defense
NE,2023,REG,697.0,121.0,627.0,24.0,5019,536.0,351.0,185.0,3392.0,4096.0,3389.0,1845.0,416,1627.0,30.0,153.0,93.0,67.0,155.0,9.0,16.0,10.0,16.0,1.0,21.0,17.0,9.0,12.0,5.0,0.0,1022,411,605,233.0,30.0,4.0,13.0,0.0,'4-13-0,0.235,41.0,7.117647058823529,36.88235294117647,1.411764705882353,295.2352941176471,31.529411764705884,20.647058823529413,10.882352941176473,199.52941176470588,240.94117647058823,199.35294117647055,108.52941176470588,24.47058823529412,95.70588235294116,1.7647058823529411,9.0,5.470588235294118,3.941176470588236,9.117647058823527,0.5294117647058824,0.9411764705882352,0.5882352941176471,0.9411764705882352,0.0588235294117647,1.2352941176470589,1.0,0.5294117647058824,0.7058823529411765,0.2941176470588235,0.0,0.4,0.59,4096.0,4096.0,351.0,16.0,536.0,4.91,7.642,5.491,5.826,0.655,0.039,0.03,6.33,0.03,6.32,7.64,9.66,0.024,3.91,1303.0,42.0,0.03,8408.0,6.45,REG,1.0,10.0,26.0,7.0,17.0,9.0,5.0,608.0,267.0,118.0,36.0,75.0,1,0.0,0.0,0.0,0.0,1096,454,613,4.0,13.0,0.0,'4-13-0,0.0588235294117647,0.5882352941176471,1.5294117647058822,0.4117647058823529,1.0,0.5294117647058824,0.2941176470588235,35.76470588235294,15.705882352941176,6.941176470588236,2.117647058823529,4.411764705882353,0.0588235294117647,0.0,0.0,0.0,0.0,0.41,0.56
NO,2023,REG,741.0,100.0,655.0,13.0,5967,595.0,406.0,189.0,4225.0,5016.0,4225.0,1799.0,482,1742.0,39.0,199.0,112.0,91.0,144.0,9.0,10.0,13.0,28.0,0.0,11.0,15.0,7.0,11.0,4.0,1.0,1125,459,643,386.0,12.0,9.0,8.0,0.0,'9-8-0,0.529,43.588235294117645,5.882352941176471,38.52941176470589,0.7647058823529411,351.0,35.0,23.88235294117647,11.117647058823527,248.52941176470588,295.05882352941177,248.52941176470588,105.82352941176472,28.352941176470587,102.47058823529412,2.294117647058824,11.705882352941176,6.588235294117647,5.352941176470588,8.470588235294118,0.5294117647058824,0.5882352941176471,0.7647058823529411,1.6470588235294117,0.0,0.6470588235294118,0.8823529411764706,0.4117647058823529,0.6470588235294118,0.2352941176470588,0.0588235294117647,0.41,0.57,5016.0,5016.0,406.0,28.0,595.0,5.3,8.43,0.916,0.913,0.682,0.018,0.047,7.1,0.047,7.1,8.43,10.41,0.027,3.61,1483.0,69.0,0.05,10192.0,6.87,REG,0.0,18.0,14.0,11.0,9.0,5.0,0.0,567.0,262.0,100.0,34.0,72.0,2,1.0,0.0,0.0,0.0,1059,446,596,9.0,8.0,0.0,'9-8-0,0.0,1.0588235294117647,0.8235294117647058,0.6470588235294118,0.5294117647058824,0.2941176470588235,0.0,33.35294117647059,15.411764705882351,5.882352941176471,2.0,4.235294117647059,0.1176470588235294,0.0588235294117647,0.0,0.0,0.0,0.42,0.56
NYG,2023,REG,822.0,164.0,668.0,78.0,5225,506.0,338.0,168.0,3351.0,3786.0,3351.0,1601.0,455,1874.0,51.0,141.0,97.0,75.0,173.0,18.0,19.0,11.0,15.0,0.0,12.0,22.0,6.0,11.0,12.0,2.0,1061,449,600,250.0,12.0,6.0,11.0,0.0,'6-11-0,0.353,48.35294117647059,9.647058823529411,39.294117647058826,4.588235294117647,307.3529411764706,29.764705882352946,19.88235294117647,9.882352941176473,197.11764705882356,222.7058823529412,197.11764705882356,94.17647058823528,26.764705882352946,110.23529411764706,3.0,8.294117647058824,5.705882352941177,4.411764705882353,10.176470588235292,1.0588235294117647,1.1176470588235294,0.6470588235294118,0.8823529411764706,0.0,0.7058823529411765,1.2941176470588236,0.3529411764705882,0.6470588235294118,0.7058823529411765,0.1176470588235294,0.42,0.57,3786.0,3786.0,338.0,15.0,506.0,4.92,7.482,0.738,0.966,0.668,0.024,0.03,6.62,0.03,6.62,7.48,9.91,0.024,4.12,1299.0,41.0,0.03,8576.0,6.6,REG,0.0,18.0,27.0,14.0,19.0,8.0,4.0,639.0,240.0,86.0,34.0,76.0,3,0.0,0.0,0.0,0.0,1093,468,614,6.0,11.0,0.0,'6-11-0,0.0,1.0588235294117647,1.588235294117647,0.8235294117647058,1.1176470588235294,0.4705882352941176,0.2352941176470588,37.588235294117645,14.117647058823527,5.0588235294117645,2.0,4.470588235294118,0.1764705882352941,0.0,0.0,0.0,0.0,0.43,0.56
NYJ,2023,REG,722.0,104.0,695.0,33.0,5020,586.0,356.0,230.0,3373.0,4000.0,3373.0,1782.0,390,1647.0,43.0,156.0,77.0,61.0,174.0,17.0,12.0,8.0,11.0,1.0,15.0,35.0,18.0,23.0,12.0,3.0,1057,385,664,246.0,12.0,7.0,10.0,0.0,'7-10-0,0.412,42.47058823529412,6.117647058823529,40.88235294117647,1.9411764705882355,295.29411764705884,34.47058823529412,20.94117647058824,13.529411764705882,198.41176470588235,235.2941176470588,198.41176470588235,104.82352941176472,22.94117647058824,96.88235294117646,2.5294117647058822,9.176470588235292,4.529411764705882,3.588235294117647,10.235294117647058,1.0,0.7058823529411765,0.4705882352941176,0.6470588235294118,0.0588235294117647,0.8823529411764706,2.0588235294117645,1.0588235294117647,1.3529411764705883,0.7058823529411765,0.1764705882352941,0.36,0.63,4000.0,4000.0,356.0,11.0,586.0,4.75,6.826,0.91,1.236,0.608,0.026,0.019,5.76,0.019,5.76,6.83,9.47,0.021,4.22,1332.0,30.0,0.02,8393.0,6.3,REG,3.0,17.0,27.0,10.0,15.0,13.0,5.0,597.0,265.0,121.0,48.0,98.0,3,0.0,0.0,0.0,0.0,1089,506,567,7.0,10.0,0.0,'7-10-0,0.1764705882352941,1.0,1.588235294117647,0.5882352941176471,0.8823529411764706,0.7647058823529411,0.2941176470588235,35.11764705882353,15.588235294117649,7.117647058823529,2.823529411764706,5.764705882352941,0.1764705882352941,0.0,0.0,0.0,0.0,0.46,0.52
PHI,2023,REG,1089.0,204.0,653.0,52.0,6257,547.0,369.0,178.0,4067.0,4844.0,4067.0,1786.0,511,2190.0,44.0,197.0,149.0,108.0,117.0,19.0,7.0,22.0,24.0,0.0,16.0,25.0,13.0,18.0,7.0,3.0,1114,501,603,415.0,12.0,11.0,7.0,0.0,'11-7-0,0.611,63.77777777777778,11.88888888888889,38.44444444444444,3.0,363.8333333333333,32.333333333333336,21.88888888888889,10.444444444444445,239.83333333333331,284.3888888888889,239.83333333333331,104.88888888888889,29.27777777777778,124.0,2.611111111111111,11.444444444444445,8.444444444444445,6.0,7.0,1.0555555555555556,0.5,1.2222222222222223,1.3888888888888888,0.0555555555555555,0.8888888888888888,1.4444444444444444,0.7222222222222222,1.0555555555555556,0.3888888888888889,0.1666666666666666,0.45,0.54,4844.0,4844.0,369.0,24.0,547.0,5.62,8.856,0.917,0.907,0.675,0.029,0.044,7.44,0.044,7.44,8.86,11.02,0.043,4.29,1427.0,70.0,0.05,10324.0,7.23,REG,1.0,9.0,19.0,8.0,14.0,5.0,1.0,642.0,222.0,73.0,43.0,99.0,3,0.0,0.0,0.0,0.0,1110,406,695,11.0,7.0,0.0,'11-7-0,0.0555555555555555,0.5,1.1111111111111112,0.4444444444444444,0.7777777777777778,0.3333333333333333,0.0555555555555555,37.77777777777778,13.166666666666666,4.333333333333333,2.611111111111111,5.777777777777778,0.1666666666666666,0.0,0.0,0.0,0.0,0.37,0.63
PIT,2023,REG,746.0,74.0,566.0,25.0,5431,497.0,323.0,174.0,3421.0,3785.0,3414.0,1738.0,488,2010.0,49.0,153.0,115.0,85.0,147.0,9.0,10.0,16.0,13.0,0.0,9.0,21.0,6.0,13.0,8.0,5.0,1032,466,542,290.0,0.0,10.0,8.0,0.0,'10-8-0,0.556,44.22222222222222,4.444444444444445,33.72222222222222,1.5555555555555556,320.3333333333333,29.72222222222222,19.166666666666668,10.555555555555555,202.77777777777777,225.94444444444449,202.38888888888889,102.05555555555556,28.38888888888889,117.55555555555556,2.7777777777777777,9.27777777777778,6.722222222222222,5.0,8.5,0.5,0.6111111111111112,0.8888888888888888,0.8333333333333334,0.0,0.5555555555555556,1.2777777777777777,0.3888888888888889,0.8333333333333334,0.4444444444444444,0.3333333333333333,0.45,0.53,3785.0,3785.0,323.0,13.0,497.0,5.26,7.616,0.765,0.888,0.65,0.018,0.026,6.88,0.026,6.87,7.62,10.57,0.033,4.12,1308.0,42.0,0.03,8845.0,6.76,REG,1.0,16.0,24.0,12.0,19.0,6.0,2.0,616.0,238.0,116.0,47.0,104.0,2,0.0,0.0,0.0,0.0,1080,448,617,10.0,8.0,0.0,'10-8-0,0.0555555555555555,0.8888888888888888,1.3333333333333333,0.6666666666666666,1.0555555555555556,0.3333333333333333,0.1111111111111111,36.388888888888886,14.11111111111111,6.555555555555555,2.7222222222222223,5.944444444444445,0.1111111111111111,0.0,0.0,0.0,0.0,0.41,0.57
SEA,2023,REG,768.0,173.0,635.0,25.0,5747,563.0,371.0,192.0,4167.0,4121.0,4167.0,2019.0,382,1580.0,40.0,189.0,93.0,75.0,132.0,6.0,10.0,11.0,23.0,0.0,12.0,8.0,3.0,5.0,3.0,0.0,998,372,612,346.0,0.0,9.0,8.0,0.0,'9-8-0,0.529,45.1764705882353,10.176470588235292,37.35294117647059,1.4705882352941178,338.05882352941177,33.11764705882353,21.823529411764707,11.294117647058824,245.11764705882356,242.41176470588235,245.11764705882356,118.76470588235294,22.47058823529412,92.94117647058825,2.3529411764705883,11.117647058823527,5.470588235294118,4.411764705882353,7.764705882352941,0.3529411764705882,0.5882352941176471,0.6470588235294118,1.3529411764705883,0.0,0.7058823529411765,0.4705882352941176,0.1764705882352941,0.2941176470588235,0.1764705882352941,0.0,0.37,0.61,4121.0,4121.0,371.0,23.0,563.0,5.76,7.32,6.016,9.23,0.659,0.021,0.041,7.4,0.041,7.4,7.32,11.23,0.029,4.14,1316.0,57.0,0.04,9914.0,7.53,REG,0.0,11.0,17.0,10.0,13.0,4.0,2.0,652.0,289.0,117.0,47.0,95.0,3,0.0,0.0,0.0,0.0,1148,504,631,9.0,8.0,0.0,'9-8-0,0.0,0.6470588235294118,1.0,0.5882352941176471,0.7647058823529411,0.2352941176470588,0.1176470588235294,38.35294117647059,17.0,6.882352941176471,2.764705882352941,5.588235294117647,0.1764705882352941,0.0,0.0,0.0,0.0,0.44,0.55
SF,2023,REG,655.0,24.0,541.0,20.0,6966,479.0,336.0,143.0,4577.0,4018.0,4577.0,2189.0,499,2389.0,41.0,207.0,147.0,85.0,94.0,7.0,6.0,27.0,33.0,0.0,12.0,15.0,7.0,9.0,6.0,1.0,1024,475,521,484.0,6.0,14.0,6.0,0.0,'14-6-0,0.7,38.75,1.35,33.0,1.35,406.85,29.35,20.15,9.2,268.6,246.55,268.6,129.6,29.35,138.25,2.4,12.3,8.5,5.2,5.75,0.4,0.35,1.6,1.85,0.0,0.65,0.85,0.4,0.5,0.35,0.05,0.46,0.51,4018.0,4018.0,336.0,33.0,479.0,6.8,8.388,4.121,6.141,0.701,0.025,0.069,9.56,0.069,9.56,8.39,13.62,0.054,4.79,1314.0,93.0,0.07,11543.0,8.78,REG,1.0,22.0,17.0,5.0,11.0,6.0,2.0,621.0,239.0,108.0,48.0,113.0,1,0.0,0.0,0.0,0.0,1044,363,671,14.0,6.0,0.0,'14-6-0,0.05,1.25,1.25,0.4,0.75,0.5,0.1,37.1,14.3,6.25,2.65,6.55,0.05,0.0,0.0,0.0,0.0,0.35,0.64
TB,2023,REG,824.0,97.0,641.0,31.0,5553,558.0,364.0,194.0,4044.0,4865.0,4044.0,1927.0,439,1509.0,31.0,188.0,79.0,98.0,138.0,12.0,6.0,8.0,28.0,1.0,10.0,20.0,8.0,13.0,7.0,1.0,1050,417,611,340.0,0.0,10.0,9.0,0.0,'10-9-0,0.526,49.05263157894737,5.526315789473684,38.47368421052632,1.8421052631578947,339.3157894736842,33.31578947368421,21.68421052631579,11.63157894736842,248.94736842105263,290.2105263157895,248.94736842105263,119.57894736842104,25.42105263157895,90.36842105263158,1.8421052631578947,11.526315789473683,4.842105263157895,5.684210526315789,8.105263157894736,0.7368421052631579,0.3684210526315789,0.4210526315789473,1.7894736842105263,0.0526315789473684,0.631578947368421,1.105263157894737,0.4210526315789473,0.6842105263157895,0.4210526315789473,0.0526315789473684,0.4,0.58,4865.0,4865.0,364.0,28.0,558.0,5.29,8.719,0.857,1.016,0.652,0.018,0.05,7.25,0.05,7.25,8.72,11.11,0.018,3.44,1361.0,64.0,0.05,9597.0,7.05,REG,1.0,13.0,27.0,13.0,19.0,8.0,4.0,618.0,253.0,109.0,48.0,83.0,1,1.0,0.0,0.0,0.0,1088,415,661,10.0,9.0,0.0,'10-9-0,0.1052631578947368,0.6842105263157895,1.4736842105263157,0.6842105263157895,1.0526315789473684,0.4210526315789473,0.2105263157894736,36.31578947368421,14.526315789473683,6.2631578947368425,2.789473684210526,4.894736842105263,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.38,0.61
TEN,2023,REG,685.0,56.0,576.0,21.0,5358,483.0,304.0,179.0,3512.0,4569.0,3512.0,1596.0,444,1846.0,41.0,158.0,103.0,71.0,141.0,11.0,9.0,17.0,14.0,0.0,11.0,18.0,6.0,11.0,8.0,3.0,1003,429,555,305.0,12.0,6.0,11.0,0.0,'6-11-0,0.353,40.294117647058826,3.294117647058824,33.88235294117647,1.2352941176470589,315.1764705882353,28.41176470588235,17.88235294117647,10.529411764705882,206.58823529411765,268.7647058823529,206.58823529411765,93.88235294117646,26.11764705882353,108.58823529411764,2.411764705882353,9.294117647058824,6.0588235294117645,4.176470588235294,8.294117647058824,0.6470588235294118,0.5294117647058824,1.0,0.8235294117647058,0.0,0.6470588235294118,1.0588235294117647,0.3529411764705882,0.6470588235294118,0.4705882352941176,0.1764705882352941,0.43,0.55,4569.0,4569.0,304.0,14.0,483.0,5.34,9.46,0.955,0.922,0.629,0.023,0.029,7.27,0.029,7.27,9.46,11.55,0.038,4.16,1231.0,45.0,0.04,8870.0,7.21,REG,0.0,6.0,18.0,10.0,13.0,6.0,2.0,639.0,296.0,146.0,45.0,80.0,1,1.0,1.0,0.0,0.0,1098,471,618,6.0,11.0,0.0,'6-11-0,0.0,0.3529411764705882,1.0588235294117647,0.5882352941176471,0.7647058823529411,0.3529411764705882,0.1176470588235294,37.588235294117645,17.41176470588235,8.588235294117647,2.647058823529412,4.705882352941177,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.43,0.56
WAS,2023,REG,918.0,54.0,737.0,37.0,5766,615.0,407.0,208.0,4174.0,4767.0,4174.0,2092.0,361,1592.0,20.0,190.0,99.0,77.0,139.0,16.0,13.0,15.0,24.0,0.0,21.0,19.0,11.0,15.0,4.0,0.0,1064,357,703,334.0,30.0,4.0,13.0,0.0,'4-13-0,0.235,54.0,3.176470588235294,43.35294117647059,2.176470588235294,339.1764705882353,36.1764705882353,23.94117647058824,12.235294117647058,245.52941176470588,280.4117647058824,245.52941176470588,123.05882352941175,21.235294117647054,93.6470588235294,1.1764705882352942,11.176470588235292,5.823529411764706,4.529411764705882,8.176470588235293,0.9411764705882352,0.7647058823529411,0.8823529411764706,1.411764705882353,0.0,1.2352941176470589,1.1176470588235294,0.6470588235294118,0.8823529411764706,0.2352941176470588,0.0,0.34,0.66,4767.0,4767.0,407.0,24.0,615.0,5.42,7.751,19.222,21.964,0.662,0.034,0.039,6.79,0.039,6.79,7.75,10.26,0.042,4.41,1383.0,63.0,0.05,9940.0,7.19,REG,0.0,8.0,16.0,10.0,10.0,7.0,2.0,624.0,262.0,105.0,39.0,79.0,0,0.0,0.0,0.0,0.0,1122,473,636,4.0,13.0,0.0,'4-13-0,0.0,0.4705882352941176,0.9411764705882352,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.1176470588235294,36.70588235294117,15.411764705882351,6.176470588235294,2.294117647058824,4.647058823529412,0.0,0.0,0.0,0.0,0.0,0.42,0.57
ARI,2024,REG,800.0,113.0,613.0,43.0,6310,532.0,374.0,158.0,3859.0,3697.0,3859.0,1972.0,468,2451.0,29.0,191.0,136.0,83.0,110.0,8.0,10.0,22.0,21.0,0.0,11.0,21.0,10.0,16.0,5.0,1.0,1041,459,572,403.0,6.0,8.0,9.0,0.0,'8-9-0,0.471,47.05882352941177,6.647058823529412,36.05882352941177,2.5294117647058822,371.1764705882353,31.294117647058822,22.0,9.294117647058824,227.0,217.4705882352941,227.0,116.0,27.529411764705884,144.1764705882353,1.7058823529411764,11.235294117647058,8.0,4.882352941176471,6.470588235294118,0.4705882352941176,0.5882352941176471,1.2941176470588236,1.2352941176470589,0.0,0.6470588235294118,1.2352941176470589,0.5882352941176471,0.9411764705882352,0.2941176470588235,0.0588235294117647,0.44,0.55,3697.0,3697.0,374.0,21.0,532.0,6.06,6.949,0.76,0.906,0.703,0.021,0.039,7.25,0.039,7.25,6.95,10.32,0.047,5.24,1374.0,64.0,0.05,10169.0,7.4,REG,2.0,9.0,22.0,7.0,17.0,5.0,4.0,565.0,290.0,89.0,41.0,73.0,0,0.0,0.0,0.0,0.0,1046,453,579,8.0,9.0,0.0,'8-9-0,0.1176470588235294,0.5294117647058824,1.2941176470588236,0.4117647058823529,1.0,0.2941176470588235,0.2352941176470588,33.23529411764706,17.058823529411764,5.235294117647059,2.411764705882353,4.294117647058823,0.0,0.0,0.0,0.0,0.0,0.43,0.55
ATL,2024,REG,950.0,175.0,596.0,8.0,6502,540.0,364.0,176.0,4283.0,4466.0,4283.0,1958.0,497,2219.0,38.0,198.0,133.0,82.0,127.0,21.0,10.0,18.0,21.0,1.0,19.0,23.0,6.0,13.0,10.0,3.0,1090,484,589,366.0,18.0,8.0,9.0,0.0,'8-9-0,0.471,55.88235294117647,10.294117647058824,35.05882352941177,0.4705882352941176,382.4705882352941,31.764705882352946,21.41176470588235,10.352941176470589,251.94117647058823,262.7058823529412,251.94117647058823,115.17647058823528,29.235294117647054,130.52941176470588,2.235294117647059,11.647058823529411,7.823529411764706,4.823529411764706,7.470588235294118,1.2352941176470589,0.5882352941176471,1.0588235294117647,1.2352941176470589,0.0588235294117647,1.1176470588235294,1.3529411764705883,0.3529411764705882,0.7647058823529411,0.5882352941176471,0.1764705882352941,0.44,0.54,4466.0,4466.0,364.0,21.0,540.0,5.97,8.27,4.854,7.297,0.674,0.035,0.039,7.93,0.039,7.93,8.27,11.77,0.036,4.46,1401.0,60.0,0.04,10785.0,7.7,REG,1.0,12.0,16.0,5.0,12.0,4.0,3.0,616.0,258.0,67.0,31.0,73.0,3,0.0,0.0,0.0,0.0,1070,444,608,8.0,9.0,0.0,'8-9-0,0.0588235294117647,0.7058823529411765,0.9411764705882352,0.2941176470588235,0.7058823529411765,0.2352941176470588,0.1764705882352941,36.23529411764706,15.176470588235292,3.941176470588236,1.8235294117647056,4.294117647058823,0.1764705882352941,0.0,0.0,0.0,0.0,0.41,0.57
BAL,2024,REG,785.0,68.0,543.0,49.0,7373,473.0,318.0,155.0,4189.0,4162.0,4189.0,2086.0,555,3184.0,44.0,199.0,164.0,92.0,99.0,8.0,7.0,22.0,41.0,2.0,4.0,17.0,7.0,9.0,8.0,0.0,1058,541,498,506.0,0.0,13.0,6.0,0.0,'13-6-0,0.684,45.94736842105263,3.8947368421052633,31.63157894736842,3.0,435.6315789473685,27.26315789473684,18.526315789473685,8.736842105263158,243.05263157894737,238.94736842105263,243.05263157894737,118.78947368421052,33.421052631578945,192.57894736842104,2.736842105263158,11.526315789473683,10.157894736842104,5.7368421052631575,5.631578947368421,0.4736842105263157,0.3684210526315789,1.3157894736842106,2.3684210526315788,0.1052631578947368,0.2631578947368421,1.0526315789473684,0.4736842105263157,0.631578947368421,0.4210526315789473,0.0,0.51,0.47,4162.0,4162.0,318.0,41.0,473.0,6.97,8.799,2.701,3.754,0.672,0.008,0.087,8.86,0.087,8.86,8.8,13.17,0.04,5.74,1346.0,104.0,0.08,11562.0,8.59,REG,0.0,12.0,18.0,5.0,14.0,4.0,2.0,591.0,240.0,62.0,54.0,115.0,2,0.0,0.0,0.0,0.0,1069,374,684,13.0,6.0,0.0,'13-6-0,0.0,0.631578947368421,1.0,0.2631578947368421,0.7368421052631579,0.2631578947368421,0.1052631578947368,34.0,14.105263157894736,3.3684210526315788,3.1052631578947367,6.578947368421052,0.1052631578947368,0.0,0.0,0.0,0.0,0.35,0.64
BUF,2024,REG,727.0,80.0,579.0,48.0,6168,514.0,329.0,185.0,3938.0,4262.0,3931.0,2179.0,491,2230.0,43.0,181.0,140.0,89.0,113.0,16.0,6.0,33.0,30.0,0.0,6.0,11.0,3.0,7.0,4.0,1.0,1026,471,534,511.0,0.0,15.0,5.0,0.0,'15-5-0,0.75,42.55,5.05,33.65,2.65,365.4,29.8,19.35,10.45,228.7,246.8,228.35,125.05,30.2,136.7,2.4,10.35,8.8,5.35,6.75,1.15,0.4,1.95,1.7,0.0,0.3,0.75,0.15,0.5,0.25,0.05,0.46,0.52,4262.0,4262.0,329.0,30.0,514.0,6.01,8.292,1.073,1.04,0.64,0.012,0.058,7.66,0.058,7.65,8.29,11.95,0.067,4.54,1334.0,93.0,0.07,10099.0,7.57,REG,1.0,16.0,28.0,15.0,18.0,10.0,0.0,605.0,269.0,104.0,39.0,92.0,3,0.0,0.0,0.0,0.0,1055,430,615,15.0,5.0,0.0,'15-5-0,0.05,0.85,1.6,0.9,1.05,0.55,0.0,35.45,15.15,5.35,2.25,5.4,0.15,0.0,0.0,0.0,0.0,0.41,0.58
CAR,2024,REG,735.0,75.0,628.0,44.0,5289,532.0,341.0,191.0,3411.0,4464.0,3411.0,1431.0,411,1878.0,26.0,168.0,99.0,76.0,135.0,14.0,16.0,19.0,22.0,0.0,15.0,17.0,8.0,13.0,4.0,3.0,996,402,585,348.0,6.0,5.0,12.0,0.0,'5-12-0,0.294,43.23529411764706,4.411764705882353,36.94117647058823,2.588235294117647,311.11764705882354,31.294117647058822,20.058823529411764,11.235294117647058,200.64705882352945,262.5882352941176,200.64705882352945,84.17647058823529,24.176470588235293,110.47058823529412,1.5294117647058822,9.882352941176473,5.823529411764706,4.470588235294118,7.9411764705882355,0.8235294117647058,0.9411764705882352,1.1176470588235294,1.2941176470588236,0.0,0.8823529411764706,1.0,0.4705882352941176,0.7647058823529411,0.2352941176470588,0.1764705882352941,0.4,0.59,4464.0,4464.0,341.0,22.0,532.0,5.31,8.391,0.979,1.113,0.641,0.028,0.041,6.41,0.041,6.41,8.39,10.0,0.046,4.57,1284.0,63.0,0.05,8700.0,6.78,REG,0.0,9.0,15.0,7.0,8.0,7.0,2.0,645.0,317.0,73.0,32.0,61.0,0,0.0,0.0,0.0,0.0,1159,573,563,5.0,12.0,0.0,'5-12-0,0.0,0.5294117647058824,0.8823529411764706,0.4117647058823529,0.4705882352941176,0.4117647058823529,0.1176470588235294,37.94117647058823,18.647058823529413,4.294117647058823,1.8823529411764703,3.588235294117647,0.0,0.0,0.0,0.0,0.0,0.49,0.49
CHI,2024,REG,823.0,295.0,690.0,53.0,5286,559.0,353.0,206.0,3552.0,4534.0,3552.0,1876.0,431,1734.0,40.0,172.0,97.0,76.0,155.0,23.0,15.0,13.0,20.0,1.0,7.0,22.0,8.0,11.0,11.0,2.0,1075,419,640,292.0,0.0,5.0,12.0,0.0,'5-12-0,0.294,48.41176470588236,17.352941176470587,40.588235294117645,3.117647058823529,310.94117647058823,32.88235294117647,20.764705882352946,12.117647058823527,208.94117647058823,266.7058823529412,208.94117647058823,110.3529411764706,25.352941176470587,102.0,2.3529411764705883,10.117647058823527,5.705882352941177,4.470588235294118,9.117647058823527,1.3529411764705883,0.8823529411764706,0.7647058823529411,1.1764705882352942,0.0588235294117647,0.4117647058823529,1.2941176470588236,0.4705882352941176,0.6470588235294118,0.6470588235294118,0.1176470588235294,0.39,0.6,4534.0,4534.0,353.0,20.0,559.0,4.92,8.111,0.939,1.192,0.631,0.013,0.036,6.35,0.036,6.35,8.11,10.06,0.03,4.02,1343.0,53.0,0.04,8838.0,6.58,REG,0.0,11.0,21.0,14.0,15.0,6.0,0.0,577.0,276.0,112.0,40.0,97.0,1,0.0,0.0,0.0,0.0,1032,475,546,5.0,12.0,0.0,'5-12-0,0.0,0.6470588235294118,1.2352941176470589,0.8235294117647058,0.8823529411764706,0.3529411764705882,0.0,33.94117647058823,16.235294117647058,6.588235294117647,2.3529411764705883,5.705882352941177,0.0588235294117647,0.0,0.0,0.0,0.0,0.46,0.53
